,FileName,Label,valence,arousal,dominance
1098,Ses02F_impro02_F003,sad,2.0,3.0,2.5
1099,Ses02F_impro02_F004,sad,2.0,2.5,2.5
1100,Ses02F_impro02_F005,sad,2.5,2.0,2.0
1101,Ses02F_impro02_F006,sad,2.5,2.5,3.0
1102,Ses02F_impro02_F007,sad,2.0,2.5,3.0
1103,Ses02F_impro02_F008,sad,2.0,2.0,3.5
1104,Ses02F_impro02_F009,sad,2.5,2.0,2.0
1105,Ses02F_impro02_F010,sad,2.0,3.0,3.0
1106,Ses02F_impro02_F011,sad,1.5,2.0,3.0
1107,Ses02F_impro02_F012,sad,2.5,1.5,2.0
1108,Ses02F_impro02_F013,sad,2.0,2.5,3.5
1109,Ses02F_impro02_M007,sad,2.5,2.0,2.5
1110,Ses02F_impro02_M012,sad,3.0,2.0,1.5
1111,Ses02F_impro03_F000,exc,5.0,4.75,3.25
1112,Ses02F_impro03_F001,exc,5.0,4.75,3.25
1113,Ses02F_impro03_F004,exc,5.0,4.5,2.75
1114,Ses02F_impro03_F009,exc,5.0,4.25,2.75
1115,Ses02F_impro03_F011,exc,4.75,3.75,3.0
1116,Ses02F_impro03_F012,exc,4.5,3.75,3.0
1117,Ses02F_impro03_F013,exc,4.5,4.0,2.75
1118,Ses02F_impro03_F014,exc,5.0,4.25,2.75
1119,Ses02F_impro03_F015,hap,4.5,3.25,2.75
1120,Ses02F_impro03_F016,hap,4.25,3.0,2.75
1121,Ses02F_impro03_F017,hap,4.25,3.0,2.75
1122,Ses02F_impro03_F018,hap,4.25,3.0,2.75
1123,Ses02F_impro03_F019,hap,4.25,3.0,2.5
1124,Ses02F_impro03_F021,exc,4.5,3.0,2.5
1125,Ses02F_impro03_F023,hap,4.75,3.25,2.25
1126,Ses02F_impro03_F024,exc,4.75,4.0,3.5
1127,Ses02F_impro03_F026,hap,4.5,2.75,2.5
1128,Ses02F_impro03_F027,hap,4.5,3.25,2.75
1129,Ses02F_impro03_F028,exc,4.75,3.5,2.5
1130,Ses02F_impro03_F029,hap,4.5,3.75,3.0
1131,Ses02F_impro03_F030,hap,4.5,3.5,2.25
1132,Ses02F_impro03_M001,neu,3.5,3.0,2.25
1133,Ses02F_impro03_M004,hap,4.5,3.5,2.5
1134,Ses02F_impro03_M005,exc,4.25,3.5,3.0
1135,Ses02F_impro03_M009,hap,4.0,3.25,2.5
1136,Ses02F_impro03_M010,hap,4.5,3.75,3.0
1137,Ses02F_impro03_M011,hap,4.25,3.75,2.75
1138,Ses02F_impro03_M012,exc,4.5,4.5,2.75
1139,Ses02F_impro03_M013,neu,4.0,3.0,2.5
1140,Ses02F_impro03_M014,neu,4.0,2.5,2.25
1141,Ses02F_impro03_M015,neu,4.0,2.75,2.25
1142,Ses02F_impro03_M016,neu,4.0,3.0,2.5
1143,Ses02F_impro03_M017,neu,3.75,2.75,2.5
1144,Ses02F_impro03_M018,neu,4.0,3.25,2.5
1145,Ses02F_impro03_M019,hap,4.25,3.5,3.0
1146,Ses02F_impro03_M020,hap,4.0,2.75,2.75
1147,Ses02F_impro03_M022,hap,4.0,3.25,3.0
1148,Ses02F_impro03_M023,hap,4.25,3.75,2.75
1149,Ses02F_impro03_M024,exc,4.0,4.25,3.25
1150,Ses02F_impro03_M025,exc,4.0,3.5,2.75
1151,Ses02F_impro03_M026,hap,4.0,2.75,2.5
1152,Ses02F_impro04_F009,sad,2.0,2.0,3.5
1153,Ses02F_impro04_F016,sad,1.5,2.0,3.0
1154,Ses02F_impro04_M000,neu,3.0,3.5,2.5
1155,Ses02F_impro04_M001,neu,2.5,3.5,4.0
1156,Ses02F_impro04_M003,neu,2.0,3.5,3.0
1157,Ses02F_impro04_M004,neu,2.0,4.0,4.5
1158,Ses02F_impro04_M005,neu,2.5,3.5,4.0
1159,Ses02F_impro04_M006,neu,2.5,4.0,4.0
1160,Ses02F_impro04_M007,neu,4.0,3.5,4.0
1161,Ses02F_impro04_M008,neu,2.0,2.5,3.5
1162,Ses02F_impro04_M009,neu,2.0,3.0,3.5
1163,Ses02F_impro04_M010,neu,2.5,3.5,4.0
1164,Ses02F_impro04_M011,neu,3.0,3.5,4.0
1165,Ses02F_impro04_M012,neu,4.0,4.0,4.5
1166,Ses02F_impro04_M013,neu,3.5,4.0,4.0
1167,Ses02F_impro04_M015,neu,3.5,3.5,4.0
1168,Ses02F_impro04_M016,neu,3.0,2.5,2.5
1169,Ses02F_impro04_M017,neu,3.0,2.5,3.5
1170,Ses02F_impro04_M018,neu,2.0,4.0,4.0
1171,Ses02F_impro04_M019,neu,2.0,3.0,3.0
1172,Ses02F_impro05_F000,neu,3.5,3.0,2.5
1173,Ses02F_impro05_F001,neu,3.0,3.0,2.5
1174,Ses02F_impro05_F004,neu,3.0,2.5,2.5
1175,Ses02F_impro05_F006,ang,2.0,4.5,4.0
1176,Ses02F_impro05_F010,ang,2.0,4.0,3.5
1177,Ses02F_impro05_F019,ang,2.0,3.5,4.0
1178,Ses02F_impro05_M000,neu,3.0,2.5,2.0
1179,Ses02F_impro05_M001,neu,3.0,2.5,2.5
1180,Ses02F_impro05_M002,neu,3.0,2.5,2.0
1181,Ses02F_impro05_M003,neu,3.0,2.5,2.5
1182,Ses02F_impro05_M004,neu,3.5,2.5,2.5
1183,Ses02F_impro05_M005,neu,3.0,2.5,1.5
1184,Ses02F_impro05_M006,neu,3.0,2.5,2.5
1185,Ses02F_impro05_M007,neu,2.5,3.0,2.5
1186,Ses02F_impro05_M008,neu,2.5,2.5,2.5
1187,Ses02F_impro05_M009,neu,2.5,3.0,2.0
1188,Ses02F_impro05_M010,neu,2.5,2.5,3.0
1189,Ses02F_impro05_M011,neu,2.5,3.0,2.5
1190,Ses02F_impro05_M012,neu,2.5,3.0,3.5
1191,Ses02F_impro05_M013,neu,2.5,2.0,2.5
1192,Ses02F_impro05_M014,neu,2.5,3.0,3.0
1193,Ses02F_impro05_M015,neu,2.5,2.5,1.5
1194,Ses02F_impro05_M016,neu,2.5,3.5,3.5
1195,Ses02F_impro05_M017,neu,2.5,3.0,3.0
1196,Ses02F_impro05_M018,neu,2.5,3.0,3.0
1197,Ses02F_impro05_M019,neu,3.0,2.5,3.0
1198,Ses02F_impro05_M020,neu,2.5,3.0,3.5
1199,Ses02F_impro05_M021,neu,2.5,2.5,2.5
1200,Ses02F_impro06_F000,sad,1.6667,2.0,2.0
1201,Ses02F_impro06_F001,sad,1.3333,2.0,1.6667
1202,Ses02F_impro06_F002,sad,1.6667,3.0,2.6667
1203,Ses02F_impro06_F003,sad,1.3333,1.3333,1.6667
1204,Ses02F_impro06_F004,sad,1.3333,2.6667,2.0
1205,Ses02F_impro06_F005,sad,1.6667,2.0,2.0
1206,Ses02F_impro06_F006,sad,2.0,2.6667,2.3333
1207,Ses02F_impro06_F007,sad,2.0,2.3333,2.0
1208,Ses02F_impro06_F008,sad,2.0,2.6667,2.3333
1209,Ses02F_impro06_F009,sad,2.6667,3.3333,2.6667
1210,Ses02F_impro06_F010,sad,2.0,1.6667,1.6667
1211,Ses02F_impro06_F011,sad,1.3333,3.3333,2.0
1212,Ses02F_impro06_F012,sad,1.3333,3.3333,2.3333
1213,Ses02F_impro06_F013,sad,2.0,3.0,1.6667
1214,Ses02F_impro06_F014,sad,2.3333,1.6667,2.0
1215,Ses02F_impro06_M000,neu,3.0,2.3333,1.6667
1216,Ses02F_impro06_M001,neu,2.0,2.0,1.6667
1217,Ses02F_impro06_M002,neu,2.0,2.3333,2.3333
1218,Ses02F_impro06_M003,neu,2.3333,2.3333,1.6667
1219,Ses02F_impro06_M004,neu,2.3333,2.3333,2.3333
1220,Ses02F_impro06_M005,neu,2.6667,2.0,2.6667
1221,Ses02F_impro06_M006,neu,3.0,2.0,2.6667
1222,Ses02F_impro06_M007,neu,3.0,2.0,2.3333
1223,Ses02F_impro06_M008,neu,2.6667,1.6667,2.0
1224,Ses02F_impro06_M009,neu,2.6667,2.0,2.6667
1225,Ses02F_impro06_M010,neu,2.6667,3.0,2.3333
1226,Ses02F_impro06_M011,neu,3.3333,2.3333,2.6667
1227,Ses02F_impro06_M012,neu,3.0,2.3333,2.6667
1228,Ses02F_impro06_M013,neu,2.6667,3.0,3.0
1229,Ses02F_impro06_M014,neu,1.6667,2.0,2.0
1230,Ses02F_impro06_M015,neu,2.6667,2.0,2.3333
1231,Ses02F_impro06_M016,neu,3.0,3.0,3.0
1232,Ses02F_impro06_M017,neu,2.6667,2.0,2.6667
1233,Ses02F_impro06_M018,neu,2.6667,2.3333,2.6667
1234,Ses02F_impro06_M019,neu,2.3333,2.3333,2.6667
1235,Ses02F_impro07_F001,exc,5.0,4.0,4.0
1236,Ses02F_impro07_F002,exc,4.5,4.0,4.5
1237,Ses02F_impro07_F003,exc,4.0,4.0,4.5
1238,Ses02F_impro07_F004,exc,4.0,3.5,3.0
1239,Ses02F_impro07_F005,exc,4.0,3.5,3.0
1240,Ses02F_impro07_F006,exc,5.0,4.0,3.5
1241,Ses02F_impro07_F007,exc,4.5,4.0,4.0
1242,Ses02F_impro07_F008,exc,4.5,4.0,4.5
1243,Ses02F_impro07_F009,exc,4.0,4.5,4.5
1244,Ses02F_impro07_F010,exc,3.5,4.0,4.5
1245,Ses02F_impro07_F011,exc,4.0,4.0,4.5
1246,Ses02F_impro07_F012,exc,4.0,3.0,4.0
1247,Ses02F_impro07_F013,exc,4.0,3.5,3.5
1248,Ses02F_impro07_F014,exc,3.0,3.5,4.0
1249,Ses02F_impro07_F015,exc,4.0,3.5,4.5
1250,Ses02F_impro07_F016,exc,3.5,3.0,4.0
1251,Ses02F_impro07_F017,exc,3.5,3.0,4.0
1252,Ses02F_impro07_F018,exc,4.5,4.0,4.5
1253,Ses02F_impro07_F019,exc,4.0,3.0,4.0
1254,Ses02F_impro07_F020,exc,4.0,3.5,3.5
1255,Ses02F_impro07_F021,exc,4.0,3.0,3.5
1256,Ses02F_impro07_F022,exc,3.5,3.5,4.0
1257,Ses02F_impro07_F023,exc,4.0,3.0,2.5
1258,Ses02F_impro07_F024,exc,4.0,3.0,3.5
1259,Ses02F_impro07_F025,exc,4.0,4.0,4.0
1260,Ses02F_impro07_F026,exc,4.5,4.5,4.5
1261,Ses02F_impro07_F027,exc,4.0,4.0,3.5
1262,Ses02F_impro07_F028,exc,4.0,4.0,3.5
1263,Ses02F_impro07_F029,exc,4.0,2.5,2.0
1264,Ses02F_impro07_F030,exc,5.0,4.5,4.0
1265,Ses02F_impro07_F031,exc,4.0,3.0,3.0
1266,Ses02F_impro07_F032,exc,3.5,3.5,3.0
1267,Ses02F_impro07_F033,exc,3.5,2.5,3.5
1268,Ses02F_impro07_F034,exc,3.5,3.5,3.0
1269,Ses02F_impro07_F035,exc,4.5,4.5,4.0
1270,Ses02F_impro07_F036,exc,4.0,4.5,4.0
1271,Ses02F_impro07_F037,exc,4.0,3.0,4.0
1272,Ses02F_impro07_M000,neu,4.0,3.5,3.5
1273,Ses02F_impro07_M001,exc,3.5,3.0,3.5
1274,Ses02F_impro07_M002,exc,5.0,3.5,4.0
1275,Ses02F_impro07_M003,exc,3.0,3.5,3.0
1276,Ses02F_impro07_M004,exc,4.0,3.0,3.5
1277,Ses02F_impro07_M005,exc,5.0,4.0,4.5
1278,Ses02F_impro07_M006,exc,3.5,3.0,3.5
1279,Ses02F_impro07_M007,exc,3.5,3.0,3.0
1280,Ses02F_impro07_M008,exc,4.0,3.0,4.0
1281,Ses02F_impro07_M009,exc,3.5,2.5,3.0
1282,Ses02F_impro07_M010,exc,4.5,3.5,4.0
1283,Ses02F_impro07_M011,exc,4.0,2.5,3.0
1284,Ses02F_impro07_M016,neu,3.5,2.5,2.0
1285,Ses02F_impro07_M017,exc,4.0,3.5,4.0
1286,Ses02F_impro07_M018,hap,4.0,2.5,3.5
1287,Ses02F_impro07_M019,hap,4.0,3.0,3.0
1288,Ses02F_impro07_M023,exc,4.0,2.5,2.5
1289,Ses02F_impro07_M027,exc,4.0,3.0,3.0
1290,Ses02F_impro07_M028,exc,4.0,4.0,4.0
1291,Ses02F_impro07_M029,exc,4.0,4.0,4.0
1292,Ses02F_impro07_M034,exc,4.0,3.5,3.5
1293,Ses02F_impro08_F000,neu,3.5,3.0,3.5
1294,Ses02F_impro08_F001,neu,4.0,2.5,3.5
1295,Ses02F_impro08_F002,neu,4.0,3.0,4.0
1296,Ses02F_impro08_F003,neu,4.0,2.5,3.0
1297,Ses02F_impro08_F004,neu,3.5,3.0,4.0
1298,Ses02F_impro08_F005,neu,4.0,3.0,4.0
1299,Ses02F_impro08_F006,neu,3.5,3.5,4.0
1300,Ses02F_impro08_F007,neu,4.0,2.5,3.5
1301,Ses02F_impro08_F008,neu,4.0,3.0,3.5
1302,Ses02F_impro08_F009,neu,3.5,3.0,3.0
1303,Ses02F_impro08_F010,neu,3.5,3.0,4.0
1304,Ses02F_impro08_F011,neu,3.5,2.5,3.5
1305,Ses02F_impro08_F012,neu,3.5,3.5,4.0
1306,Ses02F_impro08_F013,neu,3.5,3.0,4.0
1307,Ses02F_impro08_F014,neu,4.0,3.0,3.0
1308,Ses02F_impro08_F015,neu,4.0,2.5,3.0
1309,Ses02F_impro08_F016,neu,3.5,2.5,3.0
1310,Ses02F_impro08_F017,neu,4.0,3.5,3.5
1311,Ses02F_impro08_F018,neu,4.0,3.5,3.5
1312,Ses02F_impro08_F019,neu,3.5,4.0,4.0
1313,Ses02F_impro08_F020,neu,3.5,3.0,3.0
1314,Ses02F_impro08_F021,neu,3.5,2.5,4.0
1315,Ses02F_impro08_F022,neu,3.5,3.5,4.0
1316,Ses02F_impro08_F023,neu,3.5,3.0,4.0
1317,Ses02F_impro08_F024,neu,3.5,3.5,4.0
1318,Ses02F_impro08_F025,neu,4.0,3.5,4.0
1319,Ses02F_impro08_F026,neu,4.0,3.0,4.0
1320,Ses02F_impro08_F027,neu,4.0,3.0,4.0
1321,Ses02F_impro08_M003,neu,3.0,2.5,3.5
1322,Ses02F_impro08_M005,neu,3.0,3.0,3.0
1323,Ses02F_impro08_M006,neu,4.0,2.5,3.0
1324,Ses02F_impro08_M007,neu,3.0,4.0,4.0
1325,Ses02F_impro08_M008,neu,3.0,3.0,3.0
1326,Ses02F_impro08_M009,neu,3.5,4.0,3.5
1327,Ses02F_impro08_M010,neu,3.0,4.0,3.5
1328,Ses02F_impro08_M011,neu,3.0,3.0,3.0
1329,Ses02F_impro08_M012,neu,2.5,3.5,3.5
1330,Ses02F_impro08_M013,neu,3.5,3.0,2.5
1331,Ses02F_impro08_M015,neu,3.0,3.0,3.0
1332,Ses02F_impro08_M016,neu,3.0,3.0,2.5
1333,Ses02F_impro08_M018,neu,3.5,2.5,3.0
1334,Ses02F_impro08_M019,neu,4.0,2.5,2.5
1335,Ses02F_script01_1_F004,sad,2.0,2.0,3.0
1336,Ses02F_script01_1_F005,sad,2.0,2.0,2.5
1337,Ses02F_script01_1_F006,sad,2.0,2.5,3.0
1338,Ses02F_script01_1_F017,sad,2.5,3.0,2.5
1339,Ses02F_script01_1_F018,neu,2.5,3.0,3.5
1340,Ses02F_script01_1_F019,ang,2.0,3.5,3.5
1341,Ses02F_script01_1_F021,neu,2.0,3.0,3.5
1342,Ses02F_script01_1_F025,neu,3.5,2.0,3.0
1343,Ses02F_script01_1_F026,neu,2.5,3.5,3.5
1344,Ses02F_script01_1_F027,neu,2.5,3.0,3.0
1345,Ses02F_script01_1_F028,sad,2.0,3.5,3.5
1346,Ses02F_script01_1_F036,ang,1.5,3.5,4.0
1347,Ses02F_script01_1_F037,ang,2.0,4.5,4.5
1348,Ses02F_script01_1_F038,ang,1.5,3.5,4.0
1349,Ses02F_script01_1_F040,ang,1.5,3.5,3.5
1350,Ses02F_script01_1_F044,sad,3.5,2.0,2.5
1351,Ses02F_script01_1_M011,ang,2.0,3.5,4.5
1352,Ses02F_script01_1_M013,ang,2.0,3.5,4.0
1353,Ses02F_script01_1_M017,neu,3.0,2.5,3.5
1354,Ses02F_script01_1_M021,ang,2.0,3.5,4.5
1355,Ses02F_script01_1_M023,ang,2.0,2.5,3.5
1356,Ses02F_script01_1_M025,ang,1.5,3.0,4.0
1357,Ses02F_script01_1_M027,sad,2.0,3.0,4.0
1358,Ses02F_script01_1_M029,neu,3.0,2.5,3.5
1359,Ses02F_script01_1_M036,ang,1.5,4.0,4.5
1360,Ses02F_script01_1_M037,ang,1.5,3.5,4.0
1361,Ses02F_script01_1_M038,ang,1.5,4.0,4.5
1362,Ses02F_script01_1_M040,neu,2.5,2.5,4.0
1363,Ses02F_script01_1_M043,neu,2.5,2.5,4.0
1364,Ses02F_script01_1_M044,neu,2.5,2.5,3.5
1365,Ses02F_script01_2_F005,ang,2.3333,3.3333,3.6667
1366,Ses02F_script01_2_F012,ang,1.6667,3.6667,3.6667
1367,Ses02F_script01_2_F013,ang,1.6667,4.0,3.6667
1368,Ses02F_script01_2_M001,neu,3.0,3.3333,3.0
1369,Ses02F_script01_2_M002,neu,3.0,2.6667,3.3333
1370,Ses02F_script01_2_M004,neu,2.6667,2.6667,2.6667
1371,Ses02F_script01_2_M005,neu,3.0,2.6667,2.0
1372,Ses02F_script01_2_M006,neu,3.0,2.6667,2.6667
1373,Ses02F_script01_2_M007,neu,3.0,2.0,3.0
1374,Ses02F_script01_2_M008,neu,2.6667,1.6667,2.6667
1375,Ses02F_script01_2_M016,ang,1.6667,3.3333,3.3333
1376,Ses02F_script01_2_M017,ang,1.6667,3.0,4.0
1377,Ses02F_script01_2_M018,ang,2.0,3.0,4.0
1378,Ses02F_script01_3_F009,sad,3.0,3.0,3.5
1379,Ses02F_script01_3_F012,hap,3.5,2.5,2.5
1380,Ses02F_script01_3_F013,hap,4.0,3.0,2.5
1381,Ses02F_script01_3_F014,hap,4.5,3.0,3.5
1382,Ses02F_script01_3_F016,hap,4.5,5.0,4.5
1383,Ses02F_script01_3_F020,sad,2.5,2.0,3.5
1384,Ses02F_script01_3_F021,sad,3.0,3.5,3.5
1385,Ses02F_script01_3_F022,sad,2.0,2.0,3.0
1386,Ses02F_script01_3_F023,sad,3.5,2.0,2.5
1387,Ses02F_script01_3_F024,sad,3.0,2.5,2.5
1388,Ses02F_script01_3_F025,sad,2.0,2.0,3.0
1389,Ses02F_script01_3_F026,sad,2.5,2.0,2.5
1390,Ses02F_script01_3_F029,hap,4.5,3.5,3.5
1391,Ses02F_script01_3_M001,neu,3.5,2.5,2.5
1392,Ses02F_script01_3_M010,exc,3.0,3.0,4.0
1393,Ses02F_script01_3_M020,sad,2.0,2.5,3.5
1394,Ses02F_script01_3_M021,sad,3.0,2.0,3.5
1395,Ses02F_script01_3_M022,sad,2.0,2.5,3.5
1396,Ses02F_script01_3_M023,sad,2.5,2.5,3.5
1397,Ses02F_script01_3_M024,sad,2.0,2.5,3.0
1398,Ses02F_script01_3_M025,sad,2.0,2.0,3.0
1399,Ses02F_script01_3_M026,sad,2.5,3.0,4.0
1400,Ses02F_script01_3_M027,sad,3.0,3.5,4.0
1401,Ses02F_script01_3_M028,sad,2.0,3.0,4.0
1402,Ses02F_script01_3_M029,sad,3.0,3.5,5.0
1403,Ses02F_script01_3_M030,sad,3.0,4.0,5.0
1404,Ses02F_script01_3_M031,sad,2.0,3.0,4.5
1405,Ses02F_script01_3_M032,sad,2.0,3.0,4.5
1406,Ses02F_script01_3_M033,sad,3.0,3.0,4.5
1407,Ses02F_script01_3_M034,sad,2.0,3.0,4.5
1408,Ses02F_script02_1_F001,neu,2.0,2.5,3.0
1409,Ses02F_script02_1_F005,neu,3.0,2.0,2.5
1410,Ses02F_script02_1_F019,neu,2.5,3.0,3.0
1411,Ses02F_script02_1_F021,neu,3.5,2.0,3.0
1412,Ses02F_script02_1_M000,exc,3.5,3.0,3.5
1413,Ses02F_script02_1_M001,exc,4.0,3.5,4.0
1414,Ses02F_script02_1_M002,exc,3.0,3.5,3.5
1415,Ses02F_script02_1_M003,exc,4.0,3.0,3.5
1416,Ses02F_script02_1_M004,exc,3.0,2.5,3.5
1417,Ses02F_script02_1_M005,exc,4.0,3.5,3.5
1418,Ses02F_script02_1_M006,exc,3.0,4.0,4.0
1419,Ses02F_script02_1_M009,neu,2.5,2.5,2.0
1420,Ses02F_script02_1_M010,neu,3.5,3.5,4.0
1421,Ses02F_script02_1_M012,neu,3.0,3.0,3.5
1422,Ses02F_script02_1_M013,neu,4.0,3.5,4.0
1423,Ses02F_script02_1_M014,exc,4.0,3.0,4.0
1424,Ses02F_script02_1_M015,exc,4.0,4.0,4.0
1425,Ses02F_script02_1_M016,exc,3.0,3.0,4.5
1426,Ses02F_script02_1_M017,neu,2.5,3.5,3.0
1427,Ses02F_script02_1_M019,neu,3.5,2.5,2.5
1428,Ses02F_script02_1_M020,neu,3.5,2.5,3.0
1429,Ses02F_script02_1_M021,neu,2.5,3.0,4.0
1430,Ses02F_script02_1_M024,exc,4.0,3.5,4.0
1431,Ses02F_script02_1_M025,exc,3.5,4.0,4.0
1432,Ses02F_script02_1_M026,exc,3.0,3.5,4.5
1433,Ses02F_script02_1_M028,exc,3.5,3.5,4.0
1434,Ses02F_script02_1_M031,neu,2.5,4.0,4.0
1435,Ses02F_script02_1_M033,neu,2.5,3.0,3.0
1436,Ses02F_script02_1_M035,exc,2.5,3.5,3.5
1437,Ses02F_script02_1_M036,exc,4.0,4.0,4.0
1438,Ses02F_script02_1_M039,exc,3.5,4.0,4.5
1439,Ses02F_script02_1_M040,exc,3.5,3.5,4.5
1440,Ses02F_script02_1_M041,exc,4.0,3.5,4.5
1441,Ses02F_script02_1_M042,exc,4.0,4.0,3.5
1442,Ses02F_script02_1_M043,neu,3.0,3.0,3.0
1443,Ses02F_script02_1_M044,neu,3.0,3.0,3.0
1444,Ses02F_script02_2_F000,neu,2.5,2.0,2.5
1445,Ses02F_script02_2_F005,ang,1.5,4.5,4.5
1446,Ses02F_script02_2_F006,ang,2.0,4.0,4.0
1447,Ses02F_script02_2_F011,ang,1.5,5.0,5.0
1448,Ses02F_script02_2_F015,sad,2.5,3.0,4.0
1449,Ses02F_script02_2_F016,sad,4.0,4.0,3.5
1450,Ses02F_script02_2_F017,sad,3.5,4.0,4.5
1451,Ses02F_script02_2_F018,sad,4.0,4.5,4.0
1452,Ses02F_script02_2_F019,sad,4.0,4.0,4.0
1453,Ses02F_script02_2_F020,sad,2.5,3.0,3.5
1454,Ses02F_script02_2_F021,sad,2.5,2.0,2.5
1455,Ses02F_script02_2_F022,sad,2.5,2.5,2.0
1456,Ses02F_script02_2_F024,sad,2.0,2.0,2.5
1457,Ses02F_script02_2_F031,sad,1.5,4.0,3.5
1458,Ses02F_script02_2_F033,sad,2.5,3.5,3.0
1459,Ses02F_script02_2_F034,sad,1.5,3.0,3.5
1460,Ses02F_script02_2_F035,sad,2.0,2.0,2.5
1461,Ses02F_script02_2_F038,sad,1.5,3.0,4.5
1462,Ses02F_script02_2_F041,hap,4.0,4.0,3.5
1463,Ses02F_script02_2_F042,hap,4.0,3.0,3.5
1464,Ses02F_script02_2_F043,hap,4.0,3.0,3.5
1465,Ses02F_script02_2_F044,sad,2.5,3.5,3.5
1466,Ses02F_script02_2_F045,hap,4.0,2.5,2.5
1467,Ses02F_script02_2_M000,exc,3.5,3.5,3.5
1468,Ses02F_script02_2_M001,neu,3.0,3.5,3.0
1469,Ses02F_script02_2_M002,neu,2.5,3.5,4.0
1470,Ses02F_script02_2_M003,neu,2.5,3.5,3.0
1471,Ses02F_script02_2_M005,neu,3.0,3.0,2.5
1472,Ses02F_script02_2_M007,neu,2.5,4.0,4.0
1473,Ses02F_script02_2_M009,neu,2.0,3.0,3.0
1474,Ses02F_script02_2_M010,neu,2.5,3.5,3.5
1475,Ses02F_script02_2_M013,neu,2.5,3.0,3.5
1476,Ses02F_script02_2_M016,neu,3.0,4.0,4.0
1477,Ses02F_script02_2_M017,neu,3.0,4.0,3.5
1478,Ses02F_script02_2_M018,neu,4.0,3.5,3.5
1479,Ses02F_script02_2_M019,neu,3.0,4.0,4.0
1480,Ses02F_script02_2_M020,neu,3.0,4.0,4.0
1481,Ses02F_script02_2_M021,neu,3.0,3.5,3.5
1482,Ses02F_script02_2_M022,neu,3.0,3.5,3.0
1483,Ses02F_script02_2_M023,neu,3.0,3.5,2.5
1484,Ses02F_script02_2_M029,ang,2.0,4.5,4.5
1485,Ses02F_script02_2_M031,sad,2.5,3.0,4.0
1486,Ses02F_script02_2_M033,neu,3.0,2.5,3.0
1487,Ses02F_script02_2_M034,neu,2.5,2.5,4.0
1488,Ses02F_script02_2_M035,sad,2.5,3.0,3.0
1489,Ses02F_script02_2_M036,sad,2.0,2.5,3.5
1490,Ses02F_script02_2_M037,sad,2.0,2.5,3.5
1491,Ses02F_script02_2_M038,sad,2.0,3.0,3.0
1492,Ses02F_script02_2_M041,hap,4.0,3.0,3.0
1493,Ses02F_script02_2_M042,hap,4.0,3.5,3.5
1494,Ses02F_script02_2_M043,hap,4.0,3.0,3.0
1495,Ses02F_script02_2_M045,hap,3.5,2.5,3.5
1496,Ses02F_script02_2_M046,hap,4.0,3.0,2.5
1497,Ses02F_script03_1_F005,exc,3.6667,4.0,2.3333
1498,Ses02F_script03_1_F006,hap,4.0,3.3333,1.6667
1499,Ses02F_script03_1_F007,hap,4.0,3.3333,2.3333
1500,Ses02F_script03_1_F008,hap,2.6667,2.3333,2.0
1501,Ses02F_script03_1_F009,hap,2.6667,2.6667,2.6667
1502,Ses02F_script03_1_F010,hap,3.3333,2.0,3.0
1503,Ses02F_script03_1_F012,neu,3.6667,2.3333,2.6667
1504,Ses02F_script03_1_F013,neu,3.6667,2.6667,2.3333
1505,Ses02F_script03_1_F014,neu,4.0,2.6667,2.0
1506,Ses02F_script03_1_F015,neu,3.6667,2.3333,2.3333
1507,Ses02F_script03_1_F016,neu,3.3333,2.6667,2.0
1508,Ses02F_script03_1_F017,neu,2.6667,3.0,2.3333
1509,Ses02F_script03_1_F019,hap,4.0,3.3333,2.6667
1510,Ses02F_script03_1_F020,hap,3.3333,2.6667,3.0
1511,Ses02F_script03_1_F021,hap,4.0,2.6667,3.6667
1512,Ses02F_script03_1_F022,hap,4.0,2.3333,2.0
1513,Ses02F_script03_1_F023,hap,4.3333,3.3333,2.3333
1514,Ses02F_script03_1_F024,hap,4.0,2.6667,3.0
1515,Ses02F_script03_1_F025,hap,4.0,3.0,3.3333
1516,Ses02F_script03_1_F026,hap,4.3333,4.0,3.0
1517,Ses02F_script03_1_F027,neu,3.3333,3.0,3.3333
1518,Ses02F_script03_1_F028,hap,4.6667,4.0,3.0
1519,Ses02F_script03_1_F029,exc,4.0,2.6667,2.6667
1520,Ses02F_script03_1_M001,neu,3.0,2.0,2.6667
1521,Ses02F_script03_1_M004,neu,3.6667,2.3333,4.0
1522,Ses02F_script03_1_M005,neu,3.3333,4.0,2.6667
1523,Ses02F_script03_1_M007,neu,3.6667,2.6667,3.0
1524,Ses02F_script03_1_M008,neu,3.6667,2.6667,3.0
1525,Ses02F_script03_1_M009,neu,3.0,2.0,3.6667
1526,Ses02F_script03_1_M010,neu,3.6667,3.0,2.6667
1527,Ses02F_script03_1_M012,neu,3.6667,3.3333,3.6667
1528,Ses02F_script03_1_M013,neu,3.3333,3.6667,3.6667
1529,Ses02F_script03_1_M014,neu,3.6667,3.6667,3.6667
1530,Ses02F_script03_1_M015,neu,3.6667,2.6667,3.3333
1531,Ses02F_script03_1_M016,neu,3.3333,2.0,2.6667
1532,Ses02F_script03_1_M017,neu,3.0,2.3333,2.6667
1533,Ses02F_script03_1_M018,neu,3.3333,2.3333,3.0
1534,Ses02F_script03_1_M019,exc,3.6667,3.0,4.0
1535,Ses02F_script03_1_M020,exc,3.6667,3.3333,3.3333
1536,Ses02F_script03_1_M021,neu,3.0,2.6667,3.0
